,Study_name,Respondent_Name,Gender,Age,Group,Type,Label,Start,Duration,ParentStimulus,Parent_Stimulus_Start,Parent_Stimulus_Duration,Hit_time_G,Time_spent_G,Time_spent_G_Percentage,Respondent_ratio_G,Revisit_G_Revisitors,Revisit_G_Visitors,Revisit_G_Revisits,TTFF_F,Time_spent_F,Time_spent_F_Percentage,Revisit_F_Revisitors,Revisit_F_Visitors,Revisit_F_Revisits,Fixations_Count,First_Fixation_Duration,Average_Fixations_Duration,Mouse_Clicks
3955,ECG Study,Technician 1,MALE,0,Technician,Static AOI,V2 Hyperkalemia,354038,30063,hyperkalemia,354038,30063,30125,17,0,1,0,0,0,30049,0,0,0,0,0,0,-1,-1,0
3956,ECG Study,Technician 1,MALE,0,Technician,Static AOI,V5 Hyperkalemia,354038,30063,hyperkalemia,354038,30063,6125,1499,5,1,1,1,6,6086,733,2,1,1,7,27,100,27,0
3957,ECG Study,Technician 1,MALE,0,Technician,Static AOI,3 Hyperkalemia,354038,30063,hyperkalemia,354038,30063,8125,1133,4,1,1,1,4,8153,333,1,1,1,7,15,17,22,0
3958,ECG Study,Technician 1,MALE,0,Technician,Static AOI,aVF Hyperkalemia,354038,30063,hyperkalemia,354038,30063,625,3848,13,1,1,1,5,503,1567,5,1,1,10,46,83,34,0
3959,ECG Study,Technician 1,MALE,0,Technician,Static AOI,V3 Hyperkalemia,354038,30063,hyperkalemia,354038,30063,625,4964,17,1,1,1,12,470,1967,7,1,1,17,66,17,30,0
3960,ECG Study,Technician 1,MALE,0,Technician,Static AOI,V6 Hyperkalemia,354038,30063,hyperkalemia,354038,30063,6875,1516,5,1,1,1,3,6736,633,2,1,1,4,16,33,40,0
3961,ECG Study,Technician 1,MALE,0,Technician,Static AOI,V4R Hyperkalemia,354038,30063,hyperkalemia,354038,30063,3875,566,2,1,1,1,2,3853,133,0,1,1,3,7,17,19,0
3962,ECG Study,Technician 1,MALE,0,Technician,Static AOI,V3R Hyperkalemia,354038,30063,hyperkalemia,354038,30063,14125,733,2,1,1,1,3,14019,150,0,1,1,3,6,17,25,0
3963,ECG Study,Technician 1,MALE,0,Technician,Static AOI,V7 Hyperkalemia,354038,30063,hyperkalemia,354038,30063,875,750,2,1,1,1,4,703,134,0,1,1,4,7,17,19,0
3964,ECG Study,Technician 1,MALE,0,Technician,Static AOI,V8 Hyperkalemia,354038,30063,hyperkalemia,354038,30063,1125,316,1,1,0,1,0,953,67,0,0,1,0,3,33,22,0
3965,ECG Study,Technician 1,MALE,0,Technician,Static AOI,II-2 Hyperkalemia,354038,30063,hyperkalemia,354038,30063,4625,2199,7,1,1,1,4,4502,733,2,1,1,10,23,50,32,0
3966,ECG Study,Technician 1,MALE,0,Technician,Static AOI,II-3 Hyperkalemia,354038,30063,hyperkalemia,354038,30063,4875,1699,6,1,1,1,4,4802,483,2,1,1,8,17,17,28,0
3967,ECG Study,Technician 1,MALE,0,Technician,Static AOI,II-4 Hyperkalemia,354038,30063,hyperkalemia,354038,30063,17625,550,2,1,1,1,2,1003,116,0,1,1,5,7,17,17,0
3968,ECG Study,Technician 1,MALE,0,Technician,Stimulus,Atrial flutter,103158,30071,,,,,,,,,,,,,,,,,,,,
3969,ECG Study,Technician 1,MALE,0,Technician,Static AOI,V5-1 AFlutter,103158,30071,Atrial flutter,103158,30071,4125,2533,8,1,1,1,7,1616,600,2,1,1,15,24,17,25,0
3970,ECG Study,Technician 1,MALE,0,Technician,Static AOI,II-1 AFlutter,103158,30071,Atrial flutter,103158,30071,1625,883,3,1,1,1,4,1649,201,1,1,1,5,8,17,25,0
3971,ECG Study,Technician 1,MALE,0,Technician,Static AOI,V1-1 AFlutter,103158,30071,Atrial flutter,103158,30071,22875,833,3,1,1,1,3,8450,150,0,1,1,7,8,33,19,0
3972,ECG Study,Technician 1,MALE,0,Technician,Static AOI,1 AFlutter,103158,30071,Atrial flutter,103158,30071,125,1800,6,1,1,1,5,16,867,3,1,1,6,23,17,38,0
3973,ECG Study,Technician 1,MALE,0,Technician,Static AOI,aVR AFlutter,103158,30071,Atrial flutter,103158,30071,3625,1433,5,1,1,1,4,3683,283,1,1,1,10,15,17,19,0
3974,ECG Study,Technician 1,MALE,0,Technician,Static AOI,V1 short AFlutter,103158,30071,Atrial flutter,103158,30071,9875,300,1,1,0,1,0,9883,67,0,1,1,2,4,17,17,0
3975,ECG Study,Technician 1,MALE,0,Technician,Static AOI,V4 AFlutter,103158,30071,Atrial flutter,103158,30071,7625,1200,4,1,1,1,3,7533,401,1,1,1,5,12,50,33,0
3976,ECG Study,Technician 1,MALE,0,Technician,Static AOI,2 AFlutter,103158,30071,Atrial flutter,103158,30071,125,1200,4,1,1,1,4,49,301,1,1,1,5,15,17,20,0
3977,ECG Study,Technician 1,MALE,0,Technician,Static AOI,aVL AFlutter,103158,30071,Atrial flutter,103158,30071,10875,2049,7,1,1,1,3,10732,718,2,1,1,5,28,17,26,0
3978,ECG Study,Technician 1,MALE,0,Technician,Static AOI,V2 AFlutter,103158,30071,Atrial flutter,103158,30071,7125,533,2,1,1,1,2,7066,133,0,1,1,2,6,16,22,0
3979,ECG Study,Technician 1,MALE,0,Technician,Static AOI,V5 short AFlutter,103158,30071,Atrial flutter,103158,30071,7375,1916,6,1,1,1,5,7350,533,2,1,1,6,21,17,25,0
3980,ECG Study,Technician 1,MALE,0,Technician,Static AOI,3 AFlutter,103158,30071,Atrial flutter,103158,30071,8625,1350,4,1,1,1,4,450,217,1,1,1,9,11,17,20,0
3981,ECG Study,Technician 1,MALE,0,Technician,Static AOI,aVF AFlutter,103158,30071,Atrial flutter,103158,30071,11125,1033,3,1,1,1,3,800,333,1,1,1,5,10,16,33,0
3982,ECG Study,Technician 1,MALE,0,Technician,Static AOI,V3 AFlutter,103158,30071,Atrial flutter,103158,30071,8125,267,1,1,0,1,0,8166,100,0,1,1,2,5,17,20,0
3983,ECG Study,Technician 1,MALE,0,Technician,Static AOI,V6 AFlutter,103158,30071,Atrial flutter,103158,30071,30125,100,0,1,0,0,0,7966,50,0,0,1,0,3,17,17,0
3984,ECG Study,Technician 1,MALE,0,Technician,Static AOI,Information AFlutter,103158,30071,Atrial flutter,103158,30071,4375,300,1,1,1,1,2,4233,83,0,1,1,4,5,17,17,0
3985,ECG Study,Technician 1,MALE,0,Technician,Static AOI,V1-2 AFlutter,103158,30071,Atrial flutter,103158,30071,625,483,2,1,1,1,3,599,100,0,1,1,3,5,17,20,0
3986,ECG Study,Technician 1,MALE,0,Technician,Static AOI,V1-3 AFlutter,103158,30071,Atrial flutter,103158,30071,875,533,2,1,1,1,2,899,100,0,1,1,3,5,17,20,0
3987,ECG Study,Technician 1,MALE,0,Technician,Static AOI,V1-4 AFlutter,103158,30071,Atrial flutter,103158,30071,27875,333,1,1,0,1,0,27882,34,0,1,1,2,2,17,17,0
3988,ECG Study,Technician 1,MALE,0,Technician,Static AOI,II-2 AFlutter,103158,30071,Atrial flutter,103158,30071,1375,633,2,1,1,1,3,1449,67,0,1,1,4,4,17,17,0
3989,ECG Study,Technician 1,MALE,0,Technician,Static AOI,II-3 AFlutter,103158,30071,Atrial flutter,103158,30071,2625,983,3,1,1,1,7,2516,166,1,1,1,8,9,16,18,0
3990,ECG Study,Technician 1,MALE,0,Technician,Static AOI,II-4 AFlutter,103158,30071,Atrial flutter,103158,30071,6875,300,1,1,1,1,2,30043,17,0,0,1,0,1,17,17,0
3991,ECG Study,Technician 1,MALE,0,Technician,Static AOI,V5-2 AFlutter,103158,30071,Atrial flutter,103158,30071,1375,2683,9,1,1,1,7,1149,852,3,1,1,12,33,34,26,0
3992,ECG Study,Technician 1,MALE,0,Technician,Static AOI,V5-3 AFlutter,103158,30071,Atrial flutter,103158,30071,2625,1550,5,1,1,1,7,2549,266,1,1,1,8,12,34,22,0
3993,ECG Study,Technician 1,MALE,0,Technician,Static AOI,V5-4 AFlutter,103158,30071,Atrial flutter,103158,30071,14875,517,2,1,1,1,3,14966,33,0,1,1,2,2,17,17,0
3994,ECG Study,Technician 1,MALE,0,Technician,Stimulus,Ventricular tachycardia,265855,30139,,,,,,,,,,,,,,,,,,,,
3995,ECG Study,Technician 1,MALE,0,Technician,Static AOI,V5-1 VTach,265855,30139,Ventricular tachycardia,265855,30139,30125,67,0,1,0,0,0,30118,0,0,0,0,0,0,-1,-1,0
3996,ECG Study,Technician 1,MALE,0,Technician,Static AOI,II-1 VTach,265855,30139,Ventricular tachycardia,265855,30139,4125,1016,3,1,1,1,4,4180,166,1,1,1,5,7,16,24,0
3997,ECG Study,Technician 1,MALE,0,Technician,Static AOI,V1-1 VTach,265855,30139,Ventricular tachycardia,265855,30139,20125,350,1,1,0,1,0,20331,16,0,0,1,0,1,16,16,0
3998,ECG Study,Technician 1,MALE,0,Technician,Static AOI,1 VTach,265855,30139,Ventricular tachycardia,265855,30139,7875,300,1,1,0,1,0,7796,233,1,1,1,2,2,217,117,0
3999,ECG Study,Technician 1,MALE,0,Technician,Static AOI,aVR VTach,265855,30139,Ventricular tachycardia,265855,30139,7625,350,1,1,0,1,0,2179,166,1,1,1,3,5,17,33,0
4000,ECG Study,Technician 1,MALE,0,Technician,Static AOI,V1 VTach,265855,30139,Ventricular tachycardia,265855,30139,8125,267,1,1,0,1,0,413,50,0,1,1,2,3,17,17,0
4001,ECG Study,Technician 1,MALE,0,Technician,Static AOI,V4 VTach,265855,30139,Ventricular tachycardia,265855,30139,125,1699,6,1,1,1,4,30,650,2,1,1,10,25,33,26,0
4002,ECG Study,Technician 1,MALE,0,Technician,Static AOI,2 VTach,265855,30139,Ventricular tachycardia,265855,30139,1875,1283,4,1,1,1,4,1913,318,1,1,1,6,13,34,24,0
4003,ECG Study,Technician 1,MALE,0,Technician,Static AOI,aVL VTach,265855,30139,Ventricular tachycardia,265855,30139,2125,766,3,1,1,1,4,2313,84,0,1,1,5,5,17,17,0
4004,ECG Study,Technician 1,MALE,0,Technician,Static AOI,V2 VTach,265855,30139,Ventricular tachycardia,265855,30139,375,1766,6,1,1,1,7,330,684,2,1,1,11,18,50,38,0
4005,ECG Study,Technician 1,MALE,0,Technician,Static AOI,V5 VTach,265855,30139,Ventricular tachycardia,265855,30139,5625,766,3,1,1,1,2,5563,200,1,1,1,4,7,33,29,0
4006,ECG Study,Technician 1,MALE,0,Technician,Static AOI,3 VTach,265855,30139,Ventricular tachycardia,265855,30139,8875,966,3,1,1,1,2,8663,283,1,1,1,6,12,16,24,0
4007,ECG Study,Technician 1,MALE,0,Technician,Static AOI,aVF VTach,265855,30139,Ventricular tachycardia,265855,30139,625,3482,12,1,1,1,10,547,1132,4,1,1,14,36,33,31,0
4008,ECG Study,Technician 1,MALE,0,Technician,Static AOI,V3 VTach,265855,30139,Ventricular tachycardia,265855,30139,2875,4831,16,1,1,1,9,2713,2032,7,1,1,17,59,50,34,0
4009,ECG Study,Technician 1,MALE,0,Technician,Static AOI,V6 VTach,265855,30139,Ventricular tachycardia,265855,30139,12375,300,1,1,0,1,0,5612,134,0,1,1,3,8,17,17,0
4010,ECG Study,Technician 1,MALE,0,Technician,Static AOI,Information VTach,265855,30139,Ventricular tachycardia,265855,30139,-1,0,0,0,0,0,0,30118,0,0,0,0,0,0,-1,-1,0
4011,ECG Study,Technician 1,MALE,0,Technician,Static AOI,V1-2 VTach,265855,30139,Ventricular tachycardia,265855,30139,13625,983,3,1,1,1,6,13582,166,1,1,1,6,8,16,21,0
4012,ECG Study,Technician 1,MALE,0,Technician,Static AOI,V1-3 VTach,265855,30139,Ventricular tachycardia,265855,30139,875,816,3,1,1,1,4,830,266,1,1,1,6,12,17,22,0
4013,ECG Study,Technician 1,MALE,0,Technician,Static AOI,V1-4 VTach,265855,30139,Ventricular tachycardia,265855,30139,10375,200,1,1,0,1,0,10379,100,0,0,1,0,2,50,50,0
4014,ECG Study,Technician 1,MALE,0,Technician,Static AOI,II-2 VTach,265855,30139,Ventricular tachycardia,265855,30139,1375,1649,5,1,1,1,6,1230,268,1,1,1,8,13,17,21,0
4015,ECG Study,Technician 1,MALE,0,Technician,Static AOI,II-3 VTach,265855,30139,Ventricular tachycardia,265855,30139,1125,2282,8,1,1,1,8,863,799,3,1,1,15,28,16,29,0
4016,ECG Study,Technician 1,MALE,0,Technician,Static AOI,II-3 VTach,265855,30139,Ventricular tachycardia,265855,30139,10875,966,3,1,1,1,3,3829,333,1,1,1,3,10,17,33,0
4017,ECG Study,Technician 1,MALE,0,Technician,Static AOI,V5-2 VTach,265855,30139,Ventricular tachycardia,265855,30139,1625,633,2,1,1,1,4,1513,117,0,1,1,3,5,17,23,0
4018,ECG Study,Technician 1,MALE,0,Technician,Static AOI,V5-3 VTach,265855,30139,Ventricular tachycardia,265855,30139,3625,816,3,1,1,1,5,9563,133,0,1,1,4,6,16,22,0
4019,ECG Study,Technician 1,MALE,0,Technician,Static AOI,V5-4 VTach,265855,30139,Ventricular tachycardia,265855,30139,10125,533,2,1,1,1,3,10063,183,1,1,1,2,5,17,37,0
4020,ECG Study,Technician 1,MALE,0,Technician,Stimulus,Wolf Parkinson White syndrome,178408,30054,,,,,,,,,,,,,,,,,,,,
4021,ECG Study,Technician 1,MALE,0,Technician,Static AOI,V5-1 WPW,178408,30054,Wolf Parkinson White syndrome,178408,30054,4125,1715,6,1,1,1,5,4041,285,1,1,1,9,13,17,22,0
4022,ECG Study,Technician 1,MALE,0,Technician,Static AOI,II-1 WPW,178408,30054,Wolf Parkinson White syndrome,178408,30054,3875,966,3,1,1,1,6,4590,133,0,1,1,6,6,16,22,0
4023,ECG Study,Technician 1,MALE,0,Technician,Static AOI,V1-1 WPW,178408,30054,Wolf Parkinson White syndrome,178408,30054,2375,982,3,1,1,1,6,657,284,1,1,1,7,14,17,20,0
4024,ECG Study,Technician 1,MALE,0,Technician,Static AOI,1 WPW,178408,30054,Wolf Parkinson White syndrome,178408,30054,2625,3213,11,1,1,1,5,2524,1266,4,1,1,11,40,50,32,0
4025,ECG Study,Technician 1,MALE,0,Technician,Static AOI,aVR WPW,178408,30054,Wolf Parkinson White syndrome,178408,30054,11875,1215,4,1,1,1,3,11775,367,1,1,1,4,16,33,23,0
4026,ECG Study,Technician 1,MALE,0,Technician,Static AOI,V1 WPW,178408,30054,Wolf Parkinson White syndrome,178408,30054,2875,1282,4,1,1,1,4,2857,434,1,1,1,5,21,17,21,0
4027,ECG Study,Technician 1,MALE,0,Technician,Static AOI,V4 WPW,178408,30054,Wolf Parkinson White syndrome,178408,30054,125,633,2,1,1,1,2,41,234,1,1,1,2,8,17,29,0
4028,ECG Study,Technician 1,MALE,0,Technician,Static AOI,2 WPW,178408,30054,Wolf Parkinson White syndrome,178408,30054,26375,666,2,1,0,1,0,3541,116,0,1,1,3,5,17,23,0
4029,ECG Study,Technician 1,MALE,0,Technician,Static AOI,aVL WPW,178408,30054,Wolf Parkinson White syndrome,178408,30054,375,450,1,1,0,1,0,358,50,0,1,1,3,3,16,17,0
4030,ECG Study,Technician 1,MALE,0,Technician,Static AOI,V2 WPW,178408,30054,Wolf Parkinson White syndrome,178408,30054,5875,2914,10,1,1,1,3,2941,750,2,1,1,15,31,17,24,0
4031,ECG Study,Technician 1,MALE,0,Technician,Static AOI,V5 WPW,178408,30054,Wolf Parkinson White syndrome,178408,30054,9625,1265,4,1,1,1,3,8009,534,2,1,1,8,17,17,31,0
4032,ECG Study,Technician 1,MALE,0,Technician,Static AOI,3 WPW,178408,30054,Wolf Parkinson White syndrome,178408,30054,625,683,2,1,1,1,2,608,116,0,1,1,4,4,33,29,0
4033,ECG Study,Technician 1,MALE,0,Technician,Static AOI,aVF WPW,178408,30054,Wolf Parkinson White syndrome,178408,30054,1375,1066,4,1,1,1,3,1607,133,0,1,1,3,7,17,19,0
4034,ECG Study,Technician 1,MALE,0,Technician,Static AOI,V3 WPW,178408,30054,Wolf Parkinson White syndrome,178408,30054,1875,1232,4,1,1,1,4,1857,366,1,1,1,9,16,17,23,0
4035,ECG Study,Technician 1,MALE,0,Technician,Static AOI,V6 WPW,178408,30054,Wolf Parkinson White syndrome,178408,30054,7625,1881,6,1,1,1,3,7559,482,2,1,1,9,23,67,21,0
4036,ECG Study,Technician 1,MALE,0,Technician,Static AOI,V1-2 WPW,178408,30054,Wolf Parkinson White syndrome,178408,30054,24875,167,1,1,0,1,0,30038,0,0,0,0,0,0,-1,-1,0
4037,ECG Study,Technician 1,MALE,0,Technician,Static AOI,V1-3 WPW,178408,30054,Wolf Parkinson White syndrome,178408,30054,20125,400,1,1,1,1,2,29712,83,0,1,1,2,3,17,28,0
4038,ECG Study,Technician 1,MALE,0,Technician,Static AOI,V1-4 long WPW,178408,30054,Wolf Parkinson White syndrome,178408,30054,29375,266,1,1,0,1,0,29329,100,0,1,1,2,3,33,33,0
4039,ECG Study,Technician 1,MALE,0,Technician,Static AOI,II-2 WPW,178408,30054,Wolf Parkinson White syndrome,178408,30054,875,516,2,1,1,1,4,791,133,0,1,1,6,6,17,22,0
4040,ECG Study,Technician 1,MALE,0,Technician,Static AOI,II-3 WPW,178408,30054,Wolf Parkinson White syndrome,178408,30054,4875,699,2,1,1,1,3,4740,84,0,1,1,2,3,34,28,0
4041,ECG Study,Technician 1,MALE,0,Technician,Static AOI,II-4 WPW,178408,30054,Wolf Parkinson White syndrome,178408,30054,30125,33,0,1,0,0,0,30038,0,0,0,0,0,0,-1,-1,0
4042,ECG Study,Technician 1,MALE,0,Technician,Static AOI,V5-2 WPW,178408,30054,Wolf Parkinson White syndrome,178408,30054,875,516,2,1,1,1,3,974,16,0,0,1,0,1,16,16,0
4043,ECG Study,Technician 1,MALE,0,Technician,Static AOI,V5-3 WPW,178408,30054,Wolf Parkinson White syndrome,178408,30054,30125,133,0,1,0,0,0,20375,33,0,1,1,2,2,17,17,0
4044,ECG Study,Technician 1,MALE,0,Technician,Static AOI,V5-4 WPW,178408,30054,Wolf Parkinson White syndrome,178408,30054,-1,0,0,0,0,0,0,30038,0,0,0,0,0,0,-1,-1,0
4045,ECG Study,Technician 1,MALE,0,Technician,Stimulus,Ventricular paced rhythm,141225,30116,,,,,,,,,,,,,,,,,,,,
4046,ECG Study,Technician 1,MALE,0,Technician,Static AOI,V5-1 VentPaced,141225,30116,Ventricular paced rhythm,141225,30116,10875,2685,9,1,1,1,3,11065,500,2,1,1,15,23,16,22,0
4047,ECG Study,Technician 1,MALE,0,Technician,Static AOI,II-1 VentPaced,141225,30116,Ventricular paced rhythm,141225,30116,11375,800,3,1,1,1,2,11132,67,0,1,1,4,4,17,17,0
4048,ECG Study,Technician 1,MALE,0,Technician,Static AOI,V1-1 VentPaced,141225,30116,Ventricular paced rhythm,141225,30116,3875,1317,4,1,1,1,6,3674,383,1,1,1,5,11,33,35,0
4049,ECG Study,Technician 1,MALE,0,Technician,Static AOI,1 VentPaced,141225,30116,Ventricular paced rhythm,141225,30116,125,1784,6,1,1,1,5,9999,500,2,1,1,8,24,17,21,0
4050,ECG Study,Technician 1,MALE,0,Technician,Static AOI,aVR VentPaced,141225,30116,Ventricular paced rhythm,141225,30116,30125,183,1,1,0,0,0,30099,0,0,0,0,0,0,-1,-1,0
4051,ECG Study,Technician 1,MALE,0,Technician,Static AOI,V1 VentPaced,141225,30116,Ventricular paced rhythm,141225,30116,1625,1617,5,1,1,1,4,1691,550,2,1,1,7,19,16,29,0
4052,ECG Study,Technician 1,MALE,0,Technician,Static AOI,V4 VentPaced,141225,30116,Ventricular paced rhythm,141225,30116,2875,717,2,1,1,1,4,3008,117,0,1,1,4,6,17,19,0
4053,ECG Study,Technician 1,MALE,0,Technician,Static AOI,2 VentPaced,141225,30116,Ventricular paced rhythm,141225,30116,375,1284,4,1,1,1,5,41,167,1,1,1,6,8,17,21,0
4054,ECG Study,Technician 1,MALE,0,Technician,Static AOI,aVL VentPaced,141225,30116,Ventricular paced rhythm,141225,30116,15875,617,2,1,1,1,2,7382,67,0,1,1,3,4,17,17,0
4055,ECG Study,Technician 1,MALE,0,Technician,Static AOI,V2 VentPaced,141225,30116,Ventricular paced rhythm,141225,30116,2125,3135,10,1,1,1,9,1408,1000,3,1,1,9,35,17,29,0
4056,ECG Study,Technician 1,MALE,0,Technician,Static AOI,V5 VentPaced,141225,30116,Ventricular paced rhythm,141225,30116,16375,700,2,1,1,1,2,16498,217,1,1,1,4,9,34,24,0
4057,ECG Study,Technician 1,MALE,0,Technician,Static AOI,3 VentPaced,141225,30116,Ventricular paced rhythm,141225,30116,3375,1267,4,1,1,1,6,341,317,1,1,1,6,9,17,35,0
4058,ECG Study,Technician 1,MALE,0,Technician,Static AOI,aVF VentPaced,141225,30116,Ventricular paced rhythm,141225,30116,12125,717,2,1,1,1,3,8982,150,0,1,1,4,7,17,21,0
4059,ECG Study,Technician 1,MALE,0,Technician,Static AOI,V3 VentPaced,141225,30116,Ventricular paced rhythm,141225,30116,875,3969,13,1,1,1,7,791,884,3,1,1,17,39,50,23,0
4060,ECG Study,Technician 1,MALE,0,Technician,Static AOI,V6 VentPaced,141225,30116,Ventricular paced rhythm,141225,30116,16875,267,1,1,0,1,0,16749,50,0,1,1,2,3,17,17,0
4061,ECG Study,Technician 1,MALE,0,Technician,Static AOI,Information VentPaced,141225,30116,Ventricular paced rhythm,141225,30116,28875,450,1,1,1,1,2,28040,50,0,1,1,2,3,17,17,0
4062,ECG Study,Technician 1,MALE,0,Technician,Static AOI,V1-2 VentPaced,141225,30116,Ventricular paced rhythm,141225,30116,625,500,2,1,0,1,0,574,33,0,0,1,0,1,33,33,0
4063,ECG Study,Technician 1,MALE,0,Technician,Static AOI,V1-3 VentPaced,141225,30116,Ventricular paced rhythm,141225,30116,7125,717,2,1,1,1,4,8365,33,0,1,1,2,2,17,17,0
4064,ECG Study,Technician 1,MALE,0,Technician,Static AOI,V1-4 VentPaced,141225,30116,Ventricular paced rhythm,141225,30116,18625,350,1,1,0,1,0,18614,50,0,1,1,2,2,17,25,0
4065,ECG Study,Technician 1,MALE,0,Technician,Static AOI,II-2 VentPaced,141225,30116,Ventricular paced rhythm,141225,30116,14625,317,1,1,1,1,2,27123,34,0,0,1,0,2,17,17,0
4066,ECG Study,Technician 1,MALE,0,Technician,Static AOI,II-3 VentPaced,141225,30116,Ventricular paced rhythm,141225,30116,14625,367,1,1,0,1,0,6849,33,0,1,1,2,2,16,17,0
4067,ECG Study,Technician 1,MALE,0,Technician,Static AOI,II-4 VentPaced,141225,30116,Ventricular paced rhythm,141225,30116,18875,233,1,1,0,1,0,18949,17,0,0,1,0,1,17,17,0
4068,ECG Study,Technician 1,MALE,0,Technician,Static AOI,V5-2 VentPaced,141225,30116,Ventricular paced rhythm,141225,30116,5375,750,2,1,1,1,2,5207,117,0,1,1,4,6,17,19,0
4069,ECG Study,Technician 1,MALE,0,Technician,Static AOI,V5-3 VentPaced,141225,30116,Ventricular paced rhythm,141225,30116,20125,500,2,1,1,1,2,20248,50,0,1,1,3,3,16,17,0
4070,ECG Study,Technician 1,MALE,0,Technician,Static AOI,V5-4 VentPaced,141225,30116,Ventricular paced rhythm,141225,30116,20375,333,1,1,0,1,0,20598,33,0,0,1,0,2,17,16,0
4071,ECG Study,Technician 1,MALE,0,Technician,Stimulus,Left bundle branch block,67177,30083,,,,,,,,,,,,,,,,,,,,
4072,ECG Study,Technician 1,MALE,0,Technician,Static AOI,V5-1 LBBB,67177,30083,Left bundle branch block,67177,30083,17625,466,2,1,1,1,3,3128,67,0,1,1,2,3,17,22,0
4073,ECG Study,Technician 1,MALE,0,Technician,Static AOI,II-1 LBBB,67177,30083,Left bundle branch block,67177,30083,2875,816,3,1,1,1,2,2829,367,1,1,1,2,8,83,46,0
4074,ECG Study,Technician 1,MALE,0,Technician,Static AOI,V1-1 LBBB,67177,30083,Left bundle branch block,67177,30083,6625,550,2,1,1,1,2,612,150,0,1,1,4,6,17,25,0
4075,ECG Study,Technician 1,MALE,0,Technician,Static AOI,1 LBBB,67177,30083,Left bundle branch block,67177,30083,875,3448,11,1,1,1,6,712,1318,4,1,1,10,46,17,29,0
4076,ECG Study,Technician 1,MALE,0,Technician,Static AOI,aVR LBBB,67177,30083,Left bundle branch block,67177,30083,7375,916,3,1,1,1,3,7161,301,1,1,1,4,9,17,33,0
4077,ECG Study,Technician 1,MALE,0,Technician,Static AOI,V1 LBBB,67177,30083,Left bundle branch block,67177,30083,1875,2899,10,1,1,1,8,1595,1018,3,1,1,10,32,33,32,0
4078,ECG Study,Technician 1,MALE,0,Technician,Static AOI,V4 LBBB,67177,30083,Left bundle branch block,67177,30083,19375,866,3,1,1,1,3,19814,250,1,1,1,4,10,17,25,0
4079,ECG Study,Technician 1,MALE,0,Technician,Static AOI,2 LBBB,67177,30083,Left bundle branch block,67177,30083,625,1399,5,1,1,1,7,679,300,1,1,1,11,17,17,18,0
4080,ECG Study,Technician 1,MALE,0,Technician,Static AOI,aVL LBBB,67177,30083,Left bundle branch block,67177,30083,1375,583,2,1,1,1,3,1279,150,0,1,1,2,5,17,30,0
4081,ECG Study,Technician 1,MALE,0,Technician,Static AOI,V2 LBBB,67177,30083,Left bundle branch block,67177,30083,2125,2715,9,1,1,1,7,2062,1151,4,1,1,11,34,33,34,0
4082,ECG Study,Technician 1,MALE,0,Technician,Static AOI,V5 LBBB,67177,30083,Left bundle branch block,67177,30083,21625,200,1,1,0,1,0,21648,33,0,1,1,2,2,16,17,0
4083,ECG Study,Technician 1,MALE,0,Technician,Static AOI,3 LBBB,67177,30083,Left bundle branch block,67177,30083,2375,1599,5,1,1,1,3,2429,382,1,1,1,9,14,84,27,0
4084,ECG Study,Technician 1,MALE,0,Technician,Static AOI,aVF LBBB,67177,30083,Left bundle branch block,67177,30083,375,816,3,1,1,1,3,262,200,1,1,1,8,10,50,20,0
4085,ECG Study,Technician 1,MALE,0,Technician,Static AOI,V3 LBBB,67177,30083,Left bundle branch block,67177,30083,8125,1016,3,1,1,1,3,8011,151,1,1,1,7,9,17,17,0
4086,ECG Study,Technician 1,MALE,0,Technician,Static AOI,V6 LBBB,67177,30083,Left bundle branch block,67177,30083,21875,783,3,1,1,1,2,21698,133,0,1,1,4,7,17,19,0
4087,ECG Study,Technician 1,MALE,0,Technician,Static AOI,Information LBBB,67177,30083,Left bundle branch block,67177,30083,17875,250,1,1,1,1,2,17798,17,0,0,1,0,1,17,17,0
4088,ECG Study,Technician 1,MALE,0,Technician,Static AOI,V1-2 LBBB,67177,30083,Left bundle branch block,67177,30083,375,766,3,1,1,1,4,12012,50,0,1,1,3,3,17,17,0
4089,ECG Study,Technician 1,MALE,0,Technician,Static AOI,V1-3 LBBB,67177,30083,Left bundle branch block,67177,30083,8125,2232,7,1,1,1,7,8128,702,2,1,1,12,26,67,27,0
4090,ECG Study,Technician 1,MALE,0,Technician,Static AOI,V1-4 LBBB,67177,30083,Left bundle branch block,67177,30083,12625,317,1,1,1,1,2,12678,17,0,0,1,0,1,17,17,0
4091,ECG Study,Technician 1,MALE,0,Technician,Static AOI,II-2 LBBB,67177,30083,Left bundle branch block,67177,30083,3375,650,2,1,1,1,3,3328,134,0,1,1,3,5,67,27,0
4092,ECG Study,Technician 1,MALE,0,Technician,Static AOI,II-3 LBBB,67177,30083,Left bundle branch block,67177,30083,10625,1249,4,1,1,1,3,10628,235,1,1,1,7,11,17,21,0
4093,ECG Study,Technician 1,MALE,0,Technician,Static AOI,II-4 LBBB,67177,30083,Left bundle branch block,67177,30083,10625,300,1,1,1,1,2,10745,83,0,1,1,3,4,33,21,0
4094,ECG Study,Technician 1,MALE,0,Technician,Static AOI,V5-2 LBBB,67177,30083,Left bundle branch block,67177,30083,11375,350,1,1,1,1,2,23347,34,0,0,1,0,1,34,34,0
